Gender,ParentMaritalStatus,Maths,Reading,Writing
male,divorced,95,84,86
male,widowed,57,54,46
male,married,52,50,52
female,married,80,75,83
female,divorced,54,70,69
male,,44,44,43
male,widowed,67,72,65
male,married,65,80,73
female,divorced,47,57,55
male,single,77,79,75
male,divorced,76,75,71
female,single,68,78,84
female,single,43,60,63
female,married,74,77,83
female,single,42,62,66
male,divorced,86,80,80
female,single,71,80,79
male,married,68,60,62
female,married,42,63,59
male,married,92,87,91
female,married,58,66,63
male,single,64,50,51
female,married,68,85,77
female,married,72,83,81
female,divorced,63,78,77
female,single,83,99,100
male,married,51,58,47
male,married,69,84,75
female,widowed,64,75,77
female,married,49,66,64
male,married,39,43,28
female,single,56,64,61
female,,55,66,69
female,married,57,60,66
male,married,24,32,29
female,married,75,75,83
female,married,99,98,98
male,married,86,82,75
female,,39,50,49
female,divorced,72,84,77
male,married,29,31,27
female,divorced,35,46,41
male,single,92,90,89
female,married,58,65,59
male,married,100,93,93
female,single,80,89,90
male,married,54,56,55
female,married,35,50,51
female,divorced,79,78,81
male,single,77,86,83
male,married,42,30,33
male,divorced,63,47,44
male,married,46,45,45
male,married,57,60,60
female,single,74,90,93
male,single,51,44,43
female,divorced,84,93,90
male,single,49,45,45
female,single,60,63,65
female,married,66,70,75
male,single,46,46,45
female,married,70,71,73
male,divorced,73,78,66
female,divorced,73,74,77
female,married,80,83,78
male,married,71,70,68
male,married,68,56,53
female,divorced,66,77,79
female,single,57,58,54
male,married,80,78,78
female,married,59,63,63
female,divorced,48,69,66
female,divorced,63,69,71
male,married,64,61,57
male,married,56,50,45
male,married,58,57,54
female,married,61,67,64
female,single,51,52,56
male,married,86,80,85
male,single,72,62,58
female,married,76,76,71
male,married,70,59,62
male,single,64,64,62
female,married,72,86,85
male,divorced,34,43,35
female,married,65,83,90
male,married,48,49,45
female,married,72,82,83
male,single,45,55,48
male,single,80,84,79
male,single,66,56,57
female,divorced,76,89,93
female,single,67,66,72
male,married,75,70,69
male,single,77,66,63
female,married,84,89,89
male,married,73,55,57
female,single,73,76,73
female,married,69,74,73
female,single,80,74,77
female,married,55,67,66
female,married,80,82,78
female,married,37,52,53
male,married,100,94,93
male,married,72,68,64
male,married,63,65,60
male,married,52,45,48
male,married,79,66,69
female,married,59,70,64
male,divorced,82,61,72
male,married,50,54,52
male,married,76,70,66
male,married,58,63,59
male,single,92,88,89
male,divorced,71,65,64
male,single,70,66,69
female,married,63,66,65
female,married,75,86,82
female,single,57,59,65
male,single,70,67,66
male,married,78,70,71
male,single,59,53,42
male,divorced,43,46,40
male,married,78,81,74
female,divorced,75,86,94
male,married,70,65,62
male,married,55,47,51
male,married,71,68,64
male,married,62,59,55
female,married,68,92,91
female,married,68,74,78
female,single,42,54,57
male,married,70,60,58
female,married,90,89,84
male,single,58,48,47
male,married,63,61,52
female,married,52,68,62
female,widowed,77,90,88
male,single,75,69,69
male,single,70,80,69
male,married,59,47,53
female,married,94,100,100
female,divorced,72,83,91
male,divorced,72,60,61
male,single,95,85,79
female,divorced,76,81,82
female,divorced,71,71,73
female,single,71,87,86
female,married,79,84,90
male,married,62,65,60
male,married,45,35,33
male,divorced,75,65,54
female,married,86,89,87
female,single,62,64,62
female,married,66,78,83
female,divorced,84,90,90
female,married,79,85,93
female,single,50,65,67
female,single,88,91,86
male,divorced,84,86,85
male,married,84,87,80
female,married,65,66,73
male,,85,87,78
female,married,58,71,71
male,married,54,60,45
female,single,46,59,60
female,divorced,77,82,78
male,divorced,56,47,51
female,married,74,85,84
male,married,94,81,77
male,divorced,80,77,81
female,married,37,50,52
male,married,71,66,61
male,divorced,75,69,71
female,divorced,79,81,83
female,single,55,67,64
female,single,83,92,95
male,married,63,68,62
male,married,81,66,65
male,married,69,72,67
female,divorced,72,78,75
female,divorced,44,51,58
female,divorced,66,65,64
male,married,91,82,74
female,married,59,75,72
male,married,66,65,64
male,single,71,68,71
female,married,62,72,78
female,married,50,53,61
male,married,85,84,83
male,married,45,48,45
female,married,68,77,78
male,divorced,69,66,67
female,married,75,82,80
male,married,89,83,82
male,single,83,72,70
male,single,76,80,70
male,single,60,59,56
female,married,55,71,72
male,married,78,76,76
male,married,54,56,52
female,married,86,93,91
female,married,71,74,81
male,married,84,77,74
female,divorced,72,84,81
female,married,49,57,56
female,married,72,79,76
female,married,50,51,50
female,married,83,98,96
male,single,64,48,50
female,married,53,62,58
female,single,64,76,74
male,divorced,100,96,94
female,married,57,72,72
female,married,66,82,73
male,married,93,90,95
male,single,69,65,64
female,divorced,70,77,82
female,married,43,66,66
female,divorced,42,51,50
male,single,79,69,67
female,married,91,96,97
female,divorced,74,79,79
male,divorced,69,66,70
female,married,79,73,75
female,single,62,72,77
female,married,75,86,84
male,married,67,63,63
male,married,59,56,60
male,married,73,74,70
male,married,82,83,67
male,single,67,57,66
male,widowed,56,49,44
male,married,32,31,26
female,single,56,75,71
male,married,63,65,63
male,divorced,66,64,61
female,single,92,91,94
female,single,95,100,98
female,single,67,72,71
male,divorced,76,60,63
male,married,59,56,44
male,divorced,69,70,66
male,married,73,70,58
male,single,59,51,50
female,married,76,70,73
female,,62,73,76
female,single,83,98,97
female,married,46,48,49
female,single,67,82,85
male,married,64,57,43
male,married,61,69,68
female,married,63,69,69
male,married,82,70,65
female,married,44,42,52
male,single,59,52,49
female,single,86,85,97
male,married,73,70,71
male,married,97,89,84
female,divorced,61,77,70
male,married,87,79,85
female,single,62,71,75
female,married,46,62,59
female,single,71,70,70
male,married,71,63,67
female,single,46,51,50
female,single,66,68,61
female,divorced,67,75,80
female,single,63,84,83
female,married,83,96,95
male,divorced,46,59,48
female,married,64,70,65
female,married,68,82,80
female,single,70,80,77
female,single,66,76,75
male,married,76,74,67
female,married,53,55,61
female,divorced,37,58,59
female,,63,72,71
male,married,86,79,84
male,single,68,74,70
male,,77,66,73
male,divorced,94,71,75
male,,53,42,45
female,married,65,76,70
female,divorced,54,70,73
female,divorced,53,62,63
female,single,57,61,61
male,married,83,79,71
male,married,78,85,79
male,married,69,74,67
male,married,69,78,69
male,divorced,96,91,91
male,married,50,47,43
female,married,53,63,64
male,married,65,62,59
male,married,83,82,77
female,married,84,86,87
female,married,88,93,100
male,divorced,83,76,72
female,divorced,71,83,78
female,divorced,56,66,64
female,married,53,62,60
female,single,75,89,92
female,married,65,70,74
male,married,61,69,57
male,single,79,65,69
male,married,62,61,65
female,single,53,65,62
female,married,29,41,40
female,single,44,56,51
male,married,49,38,33
female,married,60,75,71
female,single,71,74,76
male,married,63,55,43
male,married,69,67,68
male,married,90,78,82
female,married,65,73,71
female,married,41,58,56
female,single,52,60,50
male,married,89,77,75
female,married,62,73,72
female,married,71,79,77
male,married,63,52,52
male,single,54,58,51
female,divorced,43,62,57
female,divorced,80,77,83
female,married,70,82,76
male,single,85,74,74
male,divorced,43,36,34
female,divorced,46,57,57
female,married,37,49,48
male,single,67,67,58
female,divorced,63,77,77
male,married,62,51,51
female,divorced,44,52,50
female,widowed,69,82,75
female,single,45,52,57
female,single,54,71,71
female,divorced,81,70,71
female,married,53,59,61
male,single,67,62,67
male,married,63,44,48
female,married,70,75,85
male,divorced,96,97,93
female,married,93,90,98
female,,47,61,59
male,married,82,77,77
male,divorced,79,62,66
female,divorced,53,65,64
female,single,69,76,73
female,married,78,90,91
female,married,43,55,55
female,married,59,73,75
female,married,62,70,68
female,widowed,57,73,71
female,married,93,96,100
female,single,62,81,88
female,married,60,78,67
female,married,51,62,64
female,married,81,84,80
female,married,70,69,75
male,divorced,45,51,47
female,married,95,92,94
male,single,97,88,77
male,married,55,48,48
male,single,67,61,62
male,,62,59,57
female,divorced,62,76,69
male,married,65,55,49
male,married,65,68,74
female,married,88,95,94
male,divorced,85,85,75
female,married,67,79,75
female,single,83,96,90
female,divorced,38,45,47
male,married,89,86,78
female,married,88,92,97
male,divorced,68,62,60
female,married,74,73,72
female,,66,82,76
male,widowed,72,70,68
male,divorced,43,45,43
female,married,74,74,76
female,divorced,50,65,63
female,married,49,52,51
female,married,44,66,68
female,married,59,63,58
female,single,82,93,98
female,divorced,72,80,82
female,married,58,61,65
male,married,50,50,52
male,married,51,53,49
male,divorced,75,73,73
male,,28,27,25
female,single,74,70,74
female,married,62,63,60
male,divorced,86,86,82
female,married,49,59,60
female,married,78,86,89
male,single,76,82,74
female,married,81,85,86
female,married,54,66,67
male,married,66,65,65
female,married,94,100,97
male,married,73,62,60
male,divorced,71,77,71
male,divorced,88,77,72
male,married,74,69,65
male,divorced,80,70,72
male,single,63,62,54
female,single,65,87,88
female,married,76,95,94
female,married,32,44,43
male,married,68,64,63
male,married,68,74,75
female,divorced,55,58,52
female,single,47,56,51
male,married,78,64,69
female,married,55,76,75
female,married,45,46,52
male,divorced,53,58,48
male,single,77,74,73
male,divorced,57,53,50
male,single,86,76,83
male,married,65,69,69
female,married,64,68,59
male,single,80,79,77
male,married,82,91,88
female,married,69,70,73
male,married,91,83,79
female,married,49,64,61
female,divorced,76,62,67
male,married,75,70,65
female,divorced,70,85,89
male,married,96,94,91
male,married,71,57,60
female,divorced,80,86,80
male,married,64,55,51
male,married,61,51,57
female,married,62,62,69
male,married,54,54,53
male,married,100,92,89
female,,55,68,62
male,single,100,92,92
male,single,47,51,44
male,single,64,50,57
male,,68,58,56
female,married,54,61,64
male,married,73,67,58
male,married,83,72,72
male,divorced,64,58,57
female,divorced,83,85,89
male,married,63,53,54
male,single,68,64,60
male,married,58,64,58
male,divorced,48,51,44
male,single,51,60,56
male,married,71,71,66
female,married,65,77,72
male,married,45,45,37
male,,51,33,38
female,married,64,76,76
female,single,70,73,76
female,single,60,73,73
male,married,64,57,56
male,married,79,71,74
male,married,43,32,36
female,married,51,65,63
male,married,71,79,74
female,married,62,62,68
male,married,96,77,73
female,married,66,75,77
male,single,54,52,53
female,single,66,69,75
male,married,74,66,63
female,married,95,97,95
male,married,55,52,52
female,married,64,71,75
male,single,87,84,84
female,divorced,72,78,81
male,married,73,69,63
female,married,13,16,18
male,married,93,88,84
female,married,72,83,82
male,married,69,67,63
male,married,94,94,89
female,married,64,84,78
female,divorced,54,64,63
female,married,58,79,71
male,single,67,64,56
female,divorced,84,97,99
male,,59,60,56
female,married,51,50,48
female,single,47,66,64
male,single,43,47,40
female,divorced,83,94,99
female,divorced,50,56,64
female,married,75,87,87
male,married,81,76,72
female,divorced,83,88,84
male,widowed,79,77,73
female,married,67,70,76
female,married,55,67,64
female,married,76,88,85
male,single,64,69,61
female,married,80,92,92
male,married,91,80,76
female,married,57,70,70
male,married,88,90,92
male,married,69,60,62
female,married,75,89,92
female,divorced,61,69,66
female,married,87,85,84
female,married,51,64,66
female,married,66,72,69
female,divorced,88,96,97
male,married,83,83,80
female,married,65,75,70
female,single,56,71,73
female,married,77,85,86
female,single,82,95,99
male,married,86,79,85
male,divorced,82,73,74
female,married,49,59,65
female,married,47,73,74
female,divorced,43,56,56
female,single,84,75,84
female,single,70,87,89
male,single,54,65,59
male,married,81,83,70
male,married,79,78,75
female,married,98,89,100
female,married,64,82,73
male,married,88,81,77
female,married,54,61,61
male,married,63,56,53
female,married,66,84,84
male,married,77,70,71
male,married,60,52,47
female,married,75,85,88
male,married,67,72,58
male,married,91,75,82
male,single,56,61,51
male,single,68,80,71
male,married,92,92,87
female,married,56,56,57
female,married,79,91,88
female,divorced,55,68,60
female,married,58,70,73
female,single,82,86,89
male,single,94,88,87
male,married,63,61,59
male,single,82,87,75
male,married,66,53,53
female,married,54,55,66
male,married,40,50,43
female,divorced,86,96,90
female,divorced,65,79,80
female,married,48,51,53
female,divorced,64,79,78
male,married,56,53,52
male,divorced,100,92,96
male,married,69,71,68
male,divorced,43,39,45
female,married,72,80,77
female,single,87,92,93
female,married,52,53,57
male,divorced,85,75,75
male,divorced,88,83,85
female,married,64,73,80
female,single,67,81,82
male,single,57,59,55
male,married,72,68,72
male,divorced,47,51,49
male,married,81,81,80
male,divorced,88,86,88
male,married,54,43,45
female,married,65,76,65
male,single,59,59,59
male,,58,51,53
female,married,36,59,61
female,divorced,67,78,80
male,married,56,57,52
female,married,86,86,94
female,married,83,87,85
female,single,52,60,60
male,married,85,72,71
female,married,69,76,77
female,single,53,54,55
male,single,91,82,77
female,divorced,41,62,57
female,married,75,77,86
male,married,44,46,41
male,single,76,73,74
male,married,67,63,61
male,divorced,70,68,64
female,single,66,62,60
male,,67,69,68
male,married,60,47,52
female,married,53,62,60
male,single,79,87,88
male,single,68,71,69
male,married,76,64,68
female,married,66,70,61
female,,52,65,66
female,married,40,57,56
male,married,72,69,67
male,married,68,66,67
male,widowed,47,43,46
female,single,58,57,55
female,married,50,61,62
male,married,100,87,98
male,married,59,53,54
female,married,39,50,51
male,single,56,65,58
male,single,64,65,59
female,married,91,97,100
male,married,100,100,100
male,divorced,97,85,84
male,married,45,50,52
female,married,61,62,66
male,divorced,66,63,63
female,married,88,98,100
female,married,51,78,77
male,married,74,69,62
